text,count-occurences-total,count-documents
bytes,10,7
packet,20,9
header,2,2
send,11,8
parse,1,1
droneudppacket,1,1
datatype,2,1
byte,6,5
tells,2,2
acknowledgement,3,2
specifies,1,1
identifier,11,6
integer,5,5
subsection,6,4
camerafeed,1,1
baseservice,2,2
getlatestresponse,2,2
visualize,1,1
rendergeometrylib,1,1
wrapper,5,4
render,1,1
dbscanlib,1,1
geometrylib,1,1
edgylib,1,1
downscale,1,1
smooth,11,10
removes,2,2
closeby,1,1
decides,3,3
hlt,4,2
bestcase,3,3
centerlocation,1,1
autocorrect,3,3
topleft,3,3
topright,2,2
bottomleft,2,2
bottomright,2,2
sees,1,1
udpbase,1,1
udpclient,1,1
handles,1,1
disconnects,1,1
duplication,1,1
clientserver,2,2
gpio,2,2
clients,7,5
register,1,1
subscriber,1,1
reads,2,2
json,4,2
subscribes,3,3
receives,8,8
calculates,9,8
cassiopeia,3,3
ifc,1,1
file,16,11
router,2,2
iwlist,1,1
egrep,1,1
accesspoint,4,1
essid,1,1
parses,1,1
latitude,6,6
longitude,6,6
trilateration,1,1
offset,26,19
counteract,1,1
modify,7,6
strengths,4,4
marked,32,27
stopwatch,1,1
hits,4,4
logs,1,1
observers,5,4
testrun,1,1
summery,1,1
landings,4,4
withdrawn,1,1
calm,1,1
ruler,1,1
inability,1,1
recover,9,8
self,8,8
deviate,1,1
recenter,1,1
overcorrections,1,1
illustration,11,11
crashed,1,1
slide,1,1
liftoff,3,3
rightheavy,1,1
wallcollision,1,1
offcenter,1,1
noncenter,2,2
noncompleteness,1,1
sides,4,4
multitude,2,2
optimizations,3,3
misses,3,3
moreso,1,1
coincidental,1,1
fails,3,3
overcompensate,1,1
finetune,1,1
almostimpact,1,1
footnote,1,1
halt,2,2
queue,1,1
fps,10,8
offload,4,4
cuda,5,3
upto,1,1
gpus,3,3
outweigh,1,1
developer,8,8
supportkerneloverheadhtml,1,1
customizedflightplans,1,1
orgissuessurveillancedrones,1,1
amy,1,1
cooper,2,2
joyce,1,1
saxena,1,1
mav,2,2
cues,1,1
pierrejean,1,1
bristeau,1,1
francois,1,1
callou,1,1
petit,1,1
ardrone,21,17
cesar,1,1
carrillo,1,1
yasir,1,1
latif,1,1
neira,1,1
ian,1,1
reid,1,1
joao,1,1
aurelio,1,1
juca,1,1
alexandre,4,3
menezes,1,1
leonardo,1,1
olivi,1,1
marcato,1,1
bessa,1,1
dos,7,5
cham,15,15
crnokic,1,1
snjezana,1,1
rezic,1,1
pehar,1,1
comparision,1,1
vishakh,1,1
bipin,1,1
utsav,1,1
shah,5,5
madhava,1,1
icvgip,1,1
nils,2,2
sergio,3,3
montenegro,3,3
thilo,1,1
reduas,2,2
mattison,1,1
guzzi,2,2
fanglin,2,2
flavio,2,2
matthias,3,3
jurgen,2,2
gianni,2,2
hashmi,1,1
afshan,1,1
rafiq,1,1
hyunchul,2,2
antonio,3,3
loquercio,1,1
rene,1,1
alexey,1,1
vojtech,2,2
vonasek,3,3
fiser,3,3
jan,4,3
faigl,3,3
kedar,1,1
aditya,1,1
bharadwaj,1,1
jeonghoon,1,1
yunsick,1,1
christoph,1,1
annette,1,1
mossel,1,1
hannes,1,1
momm,1,1
alexandros,1,1
georgios,1,1
galatas,1,1
vangelis,1,1
metsis,1,1
fillia,1,1
makedon,1,1
petra,1,1
wenguang,1,1
zaiwei,1,1
lili,1,1
yuchen,1,1
sangki,1,1
yun,3,3
mobisys,1,1
atif,1,1
mehmood,1,1
lars,1,1
egemen,1,1
tanin,1,1
partitions,1,1
gis,13,13
palazzi,1,1
dronet,3,3
protocols,35,26
beboparsdkprotocolspdf,1,1
roberto,1,1
sabatini,1,1
gardi,1,1
ramasamy,1,1
richardson,1,1
metrology,2,2
metroaerospace,2,2
fereshteh,1,1
sergey,1,1
levine,1,1
singleimage,1,1
single,2,2
mohammad,5,5
fattahi,1,1
sani,1,1
ghader,1,1
aruco,1,1
iconda,1,1
lucas,2,2
vago,2,2
santana,2,2
brandao,2,2
mario,2,2
sarcinellifilho,2,2
sanjiv,1,1
lyle,1,1
chamberlain,1,1
mike,2,2
elgersma,1,1
searchrescue,2,2
tunnels,2,2
skillset,1,1
teleoperator,1,1
intentions,4,3
explores,2,2
flawlessness,1,1
macro,12,11
outline,8,8
appeal,4,3
baytas,2,2
inflict,1,1
misbehave,1,1
comfort,3,1
impression,2,2
comforts,1,1
annoy,1,1
appearance,8,5
repellent,1,1
compensation,1,1
perceptions,2,1
pans,1,1
notion,1,1
acceptance,5,5
yao,7,7
overstate,1,1
contradicts,1,1
bystanders,2,1
mechanisms,10,8
investigations,3,3
familiarity,1,1
lobby,2,2
startoff,1,1
forgot,2,2
coffee,6,3
bag,4,4
pick,7,6
mimics,1,1
abort,1,1
male,2,2
shop,1,1
student,1,1
knew,2,2
guard,2,2
blow,1,1
reading,10,8
aloud,2,2
cluster,18,12
hide,1,1
furthest,1,1
forgotten,1,1
tell,5,5
await,1,1
knees,1,1
chest,6,4
tendencies,1,1
crowds,3,2
interactors,1,1
misinterpret,1,1
hold,6,6
disagreed,8,7
safer,4,4
windowsill,1,1
cater,1,1
tempo,1,1
manoeuvre,1,1
pace,7,5
follower,1,1
predictability,1,1
testimony,2,2
favour,1,1
expectation,1,1
pull,1,1
vague,1,1
ties,2,2
insignificant,2,2
knee,1,1
fulfil,1,1
write,1,1
caribbean,2,2
epic,3,3
epicorgprivacydrones,1,1
majed,1,1
zayer,1,1
tregillus,1,1
feilseifer,1,1
eelke,1,1
folmer,1,1
runners,1,1
sigaccess,3,3
accessibility,9,9
mauro,1,1
avila,2,2
soto,1,1
markus,3,2
funk,7,4
hoppe,1,1
robin,4,4
boldt,1,1
wolf,1,1
niels,3,3
henze,3,2
dronenavigator,2,2
mehmet,1,1
aydin,1,1
damla,1,1
cay,1,1
obaid,6,6
asim,3,3
evren,3,3
yantac,3,3
morten,4,4
fjeld,6,6
victoria,2,2
pramod,1,1
chundury,1,1
chetty,1,1
spiders,1,1
chienfang,1,1
nenghao,1,1
selfie,1,1
siggraph,3,3
asia,3,3
posters,2,2
ilene,2,2
wo,2,2
jeonghye,1,1
ilhan,1,1
bae,2,2
companion,6,6
yaohua,1,1
ho,4,4
yuren,1,1
lingjyh,1,1
hendrik,1,1
brennan,1,1
kody,1,1
dillman,1,1
anthony,2,2
ehud,1,1
lora,1,1
oehlberg,1,1
carman,1,1
neustaedter,1,1
elisabeth,1,1
sofia,1,1
photchara,2,2
ratsamee,3,3
home,6,6
hai,2,2
hyun,2,2
young,6,6
jinwoo,2,2
naughty,1,1
imcom,1,1
felix,1,1
ut,4,4
mindtrek,1,1
academicmindtrek,1,1
tolga,2,2
ozaslan,2,2
giuseppe,1,1
loianno,1,1
camillo,1,1
taylor,4,4
vijay,2,2
jennifer,1,1
wozencraft,1,1
hood,1,1
penstocks,2,2
mavs,1,1
yash,1,1
mulgaonkar,1,1
nathan,1,1
featureless,1,1
tunnellike,1,1
chathura,1,1
suduwella,1,1
akarshani,1,1
amarasinghe,1,1
lasith,1,1
niroshan,1,1
charith,1,1
elvitigala,1,1
zoysa,1,1
chamath,1,1
mosquito,2,2
bilge,1,1
terrence,1,1
waypointroboticscomblogwhatautonomousrobots,1,1
huichuan,2,2
xia,6,4
alexander,1,1
yeh,2,2
yuki,1,1
uranishi,2,2
tomohiro,1,1
haruo,1,1
takemura,3,3
olga,1,1
inna,1,1
vaasa,2,1
finland,2,2
oburmailru,1,1
legislation,22,17
federation,7,5
cheremushkinskaya,1,1
russia,5,4
leningradsky,1,1
prospect,5,5
ahavanovmailru,1,1
todays,5,5
commerce,9,6
weapons,2,2
interim,2,2
attitudes,15,9
contradictions,3,2
respondents,22,9
overton,2,2
sociocognitive,1,1
mentalities,1,1
professionspecific,1,1
genderspecific,1,1
warfare,7,7
twentyfive,1,1
phones,4,4
doubt,1,1
sorts,2,2
filmmakers,1,1
shoot,1,1
birdseye,2,2
couriers,1,1
guests,2,2
bmw,3,2
welt,2,2
middecember,1,1
ahfe,1,1
aisc,1,1
insider,2,2
predicts,4,4
expenditure,5,5
eat,1,1
flytrex,1,1
dhl,4,2
volocopter,1,1
bn,4,2
raise,3,3
safeguards,1,1
accountability,1,1
warrantless,1,1
abuse,5,5
cast,1,1
pandoras,1,1
tomorrow,1,1
contents,4,4
humanity,2,2
doctrine,2,2
perpetrators,2,2
stalk,2,2
harass,1,1
restrictions,9,9
parties,3,3
civilians,2,2
criminals,1,1
items,14,14
threefold,1,1
representatives,4,4
humanitys,1,1
selfpreservation,1,1
standoff,1,1
privileged,1,1
casualties,2,2
virtues,6,6
vices,6,6
legislations,2,2
round,5,5
tension,3,3
university,15,9
supporters,1,1
educators,1,1
academics,5,5
colleague,1,1
norms,2,2
virtualization,13,9
wrongs,2,2
multiplechoice,3,3
pedagogy,1,1
hypothesis,9,7
freer,1,1
innovations,7,7
trustful,1,1
discourse,2,2
uavsdrones,3,3
motives,1,1
accommodation,1,1
salaries,1,1
hospital,4,2
pensions,1,1
surpass,2,2
prevail,2,2
country,1,1
dilemma,1,1
harm,15,10
families,3,3
lobbies,1,1
kept,5,4
killings,1,1
undergraduate,2,2
participation,2,2
delimitation,1,1
lipetsk,1,1
fourthyear,1,1
bachelor,1,1
firstyear,1,1
questionnaires,4,2
skip,1,1
occupation,1,1
maturity,9,7
histograms,4,4
workloads,1,1
dealt,1,1
safetydanger,1,1
unwillingness,1,1
extremes,1,1
deeper,5,5
disapproval,7,3
hostilities,1,1
generations,5,4
tomorrows,1,1
clarify,2,2
russias,2,2
peacetime,2,2
fss,1,1
bit,7,7
approval,3,3
correctness,2,2
cautiousness,1,1
females,3,2
distrust,1,1
resolve,1,1
pinpoint,2,2
misuse,1,1
wto,1,1
organisations,1,1
itc,1,1
eco,1,1
aitic,1,1
fao,1,1
prosperity,1,1
clashes,1,1
ihrl,1,1
ihl,1,1
sale,1,1
hetzenecker,1,1
wwwlocgovlawhelpregulationofdronesindexphp,1,1
dec,3,2
qureshi,1,1
aw,3,3
legality,1,1
notre,1,1
dame,1,1
comp,1,1
vv,2,2
prob,2,2
strat,1,1
armitage,1,1
harassment,1,1
cuckoo,44,27
jengshyang,1,1
pan,12,12
peicheng,1,1
shuchuan,1,1
chu,12,11
yanjun,1,1
shandong,2,2
qingdao,1,1
jspancckuasedutw,1,1
jsp,6,2
spaceweoutlookcom,1,1
pcs,6,2
yjp,3,2
establishes,2,2
competitiveness,3,3
finance,2,2
mathematics,4,4
simulates,5,5
brooding,3,2
solves,2,2
cuckoos,2,2
levy,15,11
jump,4,4
mcs,1,1
mocs,1,1
ccs,1,1
wwwmdpicomjournalmathematics,1,1
cpso,10,7
cga,1,1
cde,1,1
bat,4,4
cba,11,7
iccs,35,19
scholars,2,1
dwell,3,3
metaheuristics,4,4
breeding,4,3
longrange,2,2
shortrange,4,4
longdistance,3,3
egg,3,1
eggs,2,1
nests,5,4
owner,1,1
throwaway,1,1
hyou,1,1
heaviside,1,1
evy,2,2
variance,6,6
pseudocode,1,1
fitness,13,13
xdt,3,3
xii,3,3
criterion,11,9
fi,4,3
fj,4,3
picks,1,1
recipient,4,3
recipients,1,1
diagram,8,8
premise,5,5
explanations,3,3
frone,1,1
villagers,1,1
triangle,1,1
ri,4,4
cp,5,5
minus,1,1
living,3,3
applicationthe,1,1
eda,1,1
perturbation,5,5
pvt,2,2
amplitude,3,3
judged,1,1
winner,5,3
loser,4,3
winneri,1,1
loseri,1,1
runtime,3,3
saves,1,1
shortens,1,1
searches,8,7
initialization,1,1
gbest,7,4
flag,3,3
ivia,1,1
gbestrd,2,1
rand,1,1
competewinner,1,1
qualityfitness,1,1
fractionpa,1,1
nestpvii,1,1
nestpv,1,1
switches,9,6
judge,2,2
itt,4,1
conform,1,1
breakthrough,1,1
chart,10,10
fights,3,3
disturb,1,1
main,2,2
maxiteration,9,2
pcr,1,1
fmin,1,1
fmax,1,1
sca,13,13
loudness,1,1
pulse,2,2
minmax,3,2
cabc,11,6
sine,2,2
cosine,2,2
wilcoxons,6,6
pccs,1,1
bee,7,6
colony,3,3
populations,4,4
fluctuate,1,1
validity,3,3
compactand,1,1
significance,4,3
rk,4,4
cpk,2,2
dj,5,5
xj,1,1
thirty,1,1
radii,3,3
squares,3,3
scc,3,1
boussaid,1,1
lepagnot,1,1
siarry,1,1
zg,2,2
quasiaffine,1,1
rssi,5,4
sangaiah,1,1
contin,1,1
xs,6,6
deb,5,5
nabic,1,1
coimbatore,1,1
alavi,2,2
chaos,1,1
fract,1,1
pereira,2,2
almeida,1,1
papa,1,1
souza,1,1
ramos,2,2
iscas,1,1
gg,2,2
neri,2,2
mininno,2,2
iacca,1,1
harik,1,1
lobo,1,1
fg,1,1
evol,5,5
cupertino,1,1
naso,1,1
xue,2,2
ontology,2,2
flower,1,1
pollination,1,1
aq,1,1
zheng,6,4
wm,2,2
yildirim,1,1
strateg,1,1
rabta,1,1
wankmuller,1,1
reiner,1,1
fleet,22,17
reduct,1,1
healthcare,4,4
amukele,2,2
ness,1,1
aar,2,2
boyd,2,2
transfusion,2,2
snozek,1,1
wyatt,1,1
hematology,1,1
pathol,1,1
bhaskaran,1,1
heitz,1,1
mintchev,1,1
lastcentimeter,1,1
hartjes,1,1
hubar,1,1
meg,1,1
visser,1,1
multiplephase,1,1
ceas,1,1
aeronaut,5,5
murray,9,8
sidekick,3,3
emerg,4,4
carlsson,3,3
jg,2,2
truckdrone,2,2
agatz,7,6
qm,2,2
qd,1,1
heurist,1,1
imani,2,2
sf,2,2
acc,16,11
denver,4,3
multidisciplinary,1,1
man,11,11
sudbury,1,1
hutchinson,1,1
prime,1,1
econ,3,3
educ,1,1
suh,1,1
xu,15,15
clerc,1,1
kennedy,2,2
swarmexplosion,1,1
multidimensional,1,1
yp,1,1
larranaga,1,1
lozano,2,2
semendyayev,1,1
awad,1,1
qu,3,3
suganthan,1,1
cec,1,1
realparameter,1,1
nanyang,2,1
rep,16,12
naik,1,1
nath,1,1
wunnava,1,1
sahany,1,1
retis,1,1
kolkata,1,1
eberhart,1,1
perth,2,2
storn,1,1
lampinen,1,1
woolson,1,1
signedrank,1,1
encycl,1,1
summaries,18,16
sar,87,64
feeds,29,27
herd,13,12
dema,20,20
attentiveness,2,2
demons,19,17
mockups,15,13
demas,4,4
jutland,4,4
robotto,19,18
belongings,5,5
story,3,3
calls,3,3
daugbjerg,1,1
shpend,2,2
gjela,2,2
annotations,2,2
summarization,13,13
revolve,1,1
agencys,1,1
keyframes,26,26
overfly,1,1
quicker,1,1
foot,2,2
stimulus,1,1
rescuers,1,1
machinery,2,2
notifications,3,3
motivates,1,1
message,21,21
conveyed,3,3
clothing,4,4
stimulate,1,1
stimuli,1,1
messages,12,11
synopsis,2,2
compress,1,1
gun,1,1
condense,1,1
mei,3,3
keyframe,14,11
fscores,1,1
collage,3,3
collages,2,2
girgensohn,2,2
boards,7,7
timelines,5,5
storyboards,3,3
opinion,5,5
snapshot,1,1
clip,2,2
chat,1,1
viewers,3,3
livestream,1,1
cooking,1,1
moments,1,1
descriptions,2,2
treelike,1,1
comments,7,6
sentiment,1,1
audiences,1,1
viewer,1,1
gestalt,13,10
semiotics,10,9
reveals,3,3
favor,2,2
designers,2,2
emphasizes,1,1
codes,7,6
decipher,2,2
signifier,2,2
signify,1,1
denotation,2,2
connotation,2,2
poster,2,2
taught,1,1
creativity,1,1
aesthetics,1,1
typography,1,1
concludes,6,6
strengthen,1,1
touches,1,1
designer,1,1
icons,4,3
symbolism,2,1
memorys,1,1
multimedia,2,2
verbal,2,2
channels,29,14
splitting,5,5
emphasis,1,1
relate,4,4
requisite,1,1
trap,1,1
outoftheloop,2,2
syndrome,1,1
detailsondemand,1,1
deems,1,1
demon,2,2
necessity,6,5
seek,1,1
elicit,7,7
prerequisite,4,4
delayed,6,5
tablet,7,7
fingers,1,1
care,3,2
notify,1,1
overwhelm,1,1
transcriptions,1,1
browsing,2,2
irrelevant,1,1
attract,1,1
retain,1,1
figureground,1,1
continuation,2,1
granularity,1,1
sacrifice,3,3
coherence,5,5
meetings,2,2
sdu,1,1
aau,2,2
overlayed,1,1
preview,2,1
played,4,4
encapsulates,1,1
screens,3,3
tablets,1,1
fond,1,1
demonstration,4,4
lacks,8,8
folder,3,3
dismiss,1,1
interactive,1,1
proceed,4,4
examines,4,4
icon,6,6
mockup,1,1
click,4,4
eases,1,1
buttons,3,3
compartmentalizes,1,1
drilldown,3,3
overlay,9,8
timestamp,6,5
carousel,1,1
browse,1,1
onebyone,1,1
skrafoto,3,3
inquiry,1,1
som,11,6
interssant,1,1
swipe,1,1
motivate,2,2
funnel,1,1
subtle,1,1
tections,1,1
answer,9,8
nasa,23,19
tlx,8,8
answers,8,7
occupations,1,1
males,2,2
particpants,2,2
speakers,1,1
consent,2,2
postanalysis,1,1
chances,1,1
screenshots,4,4
minute,5,5
bicycle,1,1
bags,1,1
slideshow,1,1
think,4,4
insecure,1,1
fivepoint,2,2
combats,1,1
tand,2,2
pvalues,3,3
markings,3,3
scatter,3,3
plot,20,13
visualizes,1,1
timeframe,2,2
intuitiveness,2,2
confusion,2,2
clicked,1,1
frustration,1,1
cumbersome,2,2
clicks,1,1
tunnel,3,3
forget,2,2
confirms,3,3
reinforce,1,1
comment,1,1
validates,1,1
splitscreen,1,1
sescue,1,1
om,5,5
ankit,1,1
agrawal,2,2
sophia,1,1
burger,1,1
chichi,1,1
christine,1,1
luke,1,1
hoeksema,1,1
sarah,1,1
travnik,1,1
shreya,1,1
scheirer,1,1
clelandhuang,1,1
vierhauser,1,1
ryan,3,3
bauer,1,1
cox,2,2
partnerships,1,1
andreh,1,1
bassam,1,1
bahodi,1,1
oanh,2,2
rasmus,1,1
buchholdt,1,1
skjoldgaard,1,1
videostreams,1,1
direc,2,1
humanai,1,1
mica,1,1
endsley,4,4
debra,1,1
yanwei,1,1
yanwen,1,1
yanshu,1,1
zhi,1,1
shipman,1,1
thea,1,1
turner,2,2
lynn,1,1
wilcox,1,1
berkel,1,1
hollender,1,1
hofmann,1,1
deneke,1,1
schmitz,1,1
palash,1,1
yuvraj,1,1
ingle,1,1
yujun,1,1
gab,1,1
dvs,1,1
moreno,2,2
shaohui,1,1
shuai,1,1
wan,2,2
mingyi,1,1
sparse,3,3
bo,4,4
qiang,1,1
sheng,1,1
ames,3,3
zena,1,1
periodicals,3,3
col,1,1
shneiderman,1,1
streeter,1,1
zhida,1,1
mingfei,1,1
nan,1,1
xiaojuan,1,1
danmu,1,1
tqulnlanu,1,1
tzufan,1,1
hsu,1,1
saelyne,1,1
jisu,1,1
yim,1,1
juho,1,1
hijung,1,1
kexin,1,1
yi,2,2
chuang,1,1
gan,2,2
yunzhu,1,1
pushmeet,1,1
deepmind,1,1
jiajun,1,1
torralba,1,1
tenenbaum,1,1
clevrer,1,1
zhiwang,1,1
dong,4,3
wanli,1,1
ouyang,1,1
chuanqi,1,1
cue,1,1
sentence,1,1
bv,2,2
marine,110,43
mcilwaine,30,26
onica,2,2
rivas,15,13
casado,15,13
toby,2,2
waine,2,2
vlos,34,20
evlos,29,16
bvlos,64,24
tourism,3,2
aquaculture,6,4
intakes,4,4
disruption,9,9
coastlines,2,2
bloom,115,36
aggregations,5,4
jellyfish,34,16
macroalgaes,4,3
montecarlo,2,2
datum,8,6
generalist,9,5
lend,2,2
performer,12,6
battle,3,3
purcell,2,2
flynn,2,2
chapra,2,2
lapointe,2,2
maclsaac,2,2
desalination,4,4
dollars,2,2
reactor,2,2
contributes,2,2
seaweed,3,2
kelp,2,2
bed,5,4
habitats,8,8
species,9,8
riascos,2,2
immune,1,1
zoltan,2,2
lippmann,2,2
haberlin,2,2
biomass,9,7
ocean,10,10
vasslides,2,2
biofouling,1,1
mrivascasadocranfieldacuk,1,1
geoinformation,2,2
homepage,1,1
wwwelseviercomlocatejag,1,1
multistage,1,1
filtration,4,3
intake,7,5
provision,3,3
initiate,4,4
inbuilt,1,1
workforce,1,1
drum,3,2
delays,9,9
dna,4,3
edna,2,1
longevity,1,1
thomsen,2,2
minamoto,2,2
forecasting,6,6
predictors,1,1
medusae,2,2
decker,2,2
schaub,4,4
lightaircraft,1,1
satellites,13,9
blooms,58,22
thorn,2,2
orbit,8,6
vapour,1,1
rogozovsky,2,2
months,2,2
stormy,1,1
detachment,3,2
substate,1,1
menu,4,4
seagrasses,1,1
sessile,2,2
contributors,1,1
ease,6,6
microalgae,2,1
tendency,2,2
links,70,39
harmful,5,4
algal,2,2
habs,1,1
mardones,2,2
toxins,1,1
habitat,1,1
biodiversity,1,1
fish,6,5
vertebrates,1,1
biomagnification,1,1
bricelj,2,2
decimate,1,1
hypoxic,1,1
mohddin,2,2
macroalgae,9,8
mabs,9,6
gansel,2,2
suspension,2,2
marx,2,2
intertidal,1,1
wavebands,1,1
multiocean,1,1
mab,1,1
priceperformance,1,1
showcase,1,1
rain,3,3
albajeseizagirre,2,2
nahirnick,2,2
apa,3,2
avenues,2,2
litter,2,2
goncalves,2,2
predators,2,2
goebel,2,2
nov,1,1
warn,3,3
inbound,1,1
cope,3,3
auditorium,2,2
anecdotal,1,1
ascertain,3,3
smallarea,1,1
visualises,1,1
crow,1,1
expands,2,2
vlosevlosbvlos,1,1
davies,4,4
situationspecific,1,1
hopes,1,1
complement,10,10
torness,4,2
reactors,1,1
agr,1,1
draws,1,1
authority,14,12
caa,10,5
cap,1,1
binoculars,1,1
eyesight,1,1
requires,1,1
authorisation,4,3
locationspecific,2,1
compulsory,1,1
chae,2,2
zonation,1,1
easytounderstand,1,1
transferability,1,1
elongate,17,10
circular,19,14
anthropogenic,1,1
docks,2,2
jetties,1,1
piers,1,1
equivalence,3,3
indication,3,3
jellynet,2,2
bespoke,3,2
scripts,2,1
script,3,3
plotmatrix,2,2
overfill,1,1
removal,4,4
insitu,1,1
depiction,1,1
extensions,4,4
pilotflight,1,1
boats,1,1
legend,3,3
aurelia,3,3
aurita,3,3
tombs,2,2
milas,2,2
tower,7,5
xeon,1,1
gtx,2,2
chip,10,4
equate,1,1
cmpx,1,1
mirrorless,1,1
hayes,2,2
landis,2,2
locality,1,1
maritime,11,8
royal,6,6
lifeboat,4,4
repetitive,3,3
independentlyie,1,1
counts,9,7
tallies,1,1
median,13,10
skewness,1,1
plots,5,5
substantiates,1,1
beta,12,6
metres,1,1
historic,1,1
style,13,7
pin,2,2
replicates,3,3
brackets,1,1
styles,9,4
hardest,3,3
lowdensity,1,1
inconsistent,1,1
squarelarge,1,1
detectability,1,1
performers,1,1
initiation,1,1
devastate,1,1
produc,1,1
tivity,1,1
matsumura,2,2
barath,2,2
vaughan,3,3
inclement,2,2
correlations,1,1
blend,1,1
congruence,1,1
argument,3,3
slidetodoc,3,2
niche,1,1
inlets,2,2
bays,1,1
randomisation,3,2
proverbial,1,1
caveat,1,1
broadspectrum,2,2
submetre,1,1
conclusive,1,1
standout,1,1
resonance,4,4
spending,2,2
commence,2,2
deny,5,4
legitimacy,1,1
craft,2,2
refinement,1,1
constitutes,2,2
warrant,2,2
plays,1,1
pros,2,2
cons,2,2
negatives,2,2
compatibility,1,1
waterways,1,1
lending,1,1
merit,1,1
beaten,1,1
worthy,2,2
recommendation,3,3
surprise,3,2
coast,2,1
extension,3,3
pathfinder,3,2
catapult,2,2
progression,2,2
spotters,2,1
virtue,1,1
manoeuvres,1,1
panagiotou,2,2
yakinthos,2,2
advan,1,1
tages,1,1
disadvantages,11,9
programme,3,3
heterogeneity,4,4
exclusion,1,1
mins,1,1
mesascarrascosa,3,2
sherstjuk,2,2
sokol,2,2
sub,2,2
constructive,2,2
thousands,5,5
acrosstheboard,1,1
oppose,1,1
culminate,1,1
legitimate,3,3
discrimination,3,3
silverfish,1,1
deserve,2,2
directionstrength,1,1
reductiongain,1,1
nonpower,1,1
tandem,2,2
immense,2,2
indications,1,1
buffeting,1,1
prudent,1,1
disruptive,2,1
hamner,2,2
dawson,2,2
preventative,1,1
protective,4,4
curtains,1,1
sorensen,3,3
labour,1,1
longerterm,1,1
attain,1,1
mills,2,2
spanakis,2,2
suffer,7,7
globe,1,1
neutrality,1,1
agreements,1,1
epsrc,3,2
edf,3,3
studentship,1,1
voucher,1,1
authorship,1,1
lationships,1,1
monica,2,2
reviewers,1,1
confidential,2,2
permanent,2,2
embargo,2,2
neale,1,1
cmyou,1,1
photonic,1,1
advisory,1,1
bsue,1,1
armed,1,1
forcesnrc,1,1
committee,1,1
wwwworlduncertaintyindexcom,1,1
impingement,2,2
leeuw,1,1
vogler,1,1
lakes,1,1
misool,1,1
raja,1,1
ampat,1,1
papua,1,1
biodivers,1,1
repeatability,1,1
vm,3,3
brevetoxins,1,1
macrofaunal,1,1
dinoflagellate,1,1
brevis,1,1
sarasota,1,1
algae,2,2
authorises,1,1
civilaviationauthorityauthorisestrialofaconceptforroutinebvlosoperation,1,1
rammefocusingonearlydetectionofmarineactivity,1,1
pelagic,2,2
tunicate,1,1
salpa,1,1
fusiformis,1,1
waters,3,2
uljin,1,1
crawley,1,1
icepds,1,1
scyphomedusa,1,1
chrysaora,1,1
quinquecirrha,1,1
chlus,1,1
mats,1,1
seagrass,2,2
wrack,1,1
sargassum,3,3
greater,1,1
shallow,4,3
nonturbid,1,1
lc,1,1
nets,1,1
mussel,1,1
mytilus,1,1
edulis,1,1
sugar,1,1
saccharina,1,1
latissima,1,1
mechanics,2,2
omae,1,1
asme,1,1
abundance,2,1
polar,4,4
sandy,1,1
beach,1,1
doyle,1,1
flume,1,1
pens,1,1
synthesis,2,2
assemblages,1,1
hydrobiologia,2,1
shore,1,1
hum,15,5
mullerkarger,1,1
fe,1,1
swarzenski,1,1
submarine,1,1
groundwater,2,2
floridas,2,2
tides,1,1
geophys,2,2
fisheries,1,1
uavtype,1,1
urai,1,1
cages,1,1
ys,1,1
cyanobacteria,1,1
pigment,1,1
bj,3,3
rhodophyte,1,1
eutrophication,1,1
tide,1,1
dissipation,1,1
rongcheng,1,1
estuarine,3,2
shelf,3,2
satelliteborne,1,1
fatal,3,3
stings,2,1
irukandji,1,1
jet,2,2
resilience,5,4
miniature,4,4
zebra,1,1
mussels,1,1
inland,1,1
zool,1,1
chile,2,2
youc,2,2
hankamer,1,1
polymorphism,1,1
adult,1,1
wild,4,4
polyps,1,1
wakasa,1,1
assoc,3,3
obser,1,1
leinster,1,1
reflectance,3,3
grass,9,7
orthomosaicks,2,1
sitespecific,1,1
plos,11,9
diatom,1,1
hypoxicanoxic,1,1
johor,1,1
strait,1,1
nk,3,3
conservat,1,1
ctenophore,1,1
nurseries,5,5
scyphozoan,1,1
fauna,6,5
peerj,1,1
aerosol,3,1
maiac,1,1
aeronet,1,1
atmos,2,2
gsl,1,1
nonspecialists,1,1
poole,1,1
nanotechnology,1,1
elnano,1,1
preface,1,1
searchpattern,1,1
telemac,1,1
mascaret,1,1
fertiliser,1,1
barbados,1,1
pf,1,1
seawater,1,1
radford,1,1
adw,1,1
htt,1,1
ps,1,1
sassano,1,1
nl,2,2
hales,1,1
bathing,1,1
beaches,1,1
laver,1,1
shuts,1,1
obia,3,3
organism,1,1
oceans,2,2
mts,1,1
dp,7,7
deflection,1,1
diverts,1,1
carp,1,1
achar,1,1
surfers,1,1
fam,1,1
physician,1,1
typeset,1,1
latex,1,1
fredrik,1,1
bajers,1,1
vej,1,1
beda,2,2
berner,3,3
rahul,2,2
ravichandran,2,2
anders,1,1
la,6,6
courharbo,2,2
wildfire,13,11
flood,2,2
internship,9,8
unsatisfactory,2,2
characterizes,2,2
accomplishes,1,1
digests,1,1
differentiates,1,1
aoi,10,7
mahalanobis,21,16
hole,3,3
ukf,22,17
gazebo,6,5
airsim,22,14
codebase,3,3
coastline,7,6
unreal,9,8
cliff,8,6
flowchart,11,11
img,4,2
synchronisation,2,2
