text,type,count-occurences-total,count-documents
L.F. Bertuccelli,ORG,1,1
J. Aerosp,ORG,2,2
393–406,CARDINAL,1,1
1508.07723,CARDINAL,1,1
H.H.T. Liu,PERSON,1,1
UAV/UGV,ORG,1,1
Asia Simulation Conference - 7th,EVENT,1,1
Scientiﬁc Computing,PERSON,1,1
494–498,CARDINAL,1,1
D.H. Phan,ORG,1,1
J. Suzuki,PERSON,1,1
Mobile Netw,ORG,1,1
175–190,CARDINAL,1,1
25–33,CARDINAL,1,1
Networks 70,ORG,1,1
34–43,CARDINAL,1,1
1021–1052,DATE,1,1
Networked,ORG,1,1
Inftech,ORG,1,1
56–63,CARDINAL,1,1
J. Optim,PERSON,1,1
Theory Appl,GPE,1,1
965–983,CARDINAL,1,1
M. Zsifkovits,ORG,1,1
S. Pickl,PERSON,1,1
324–331,CARDINAL,1,1
M. Kumar,PERSON,1,1
linear programming,ORG,1,1
Aerosp,ORG,1,1
149–160,CARDINAL,1,1
M. Soyturk,PERSON,1,1
413,CARDINAL,1,1
R. Sengupta,PERSON,2,1
Proceedings of the 45th,ORG,1,1
5287–5292,CARDINAL,1,1
98–104,PERSON,1,1
Paketzustellung per Drohne:,PERSON,1,1
DPDgroup,ORG,2,1
Drohnenverkehr,NORP,1,1
Linienbetrieb,PERSON,1,1
Press Release DPDgroup,ORG,1,1
J. Cortes,PERSON,1,1
Automatica,PERSON,2,2
3189–3198,CARDINAL,1,1
J. Puchinger,PERSON,1,1
R.F. Hartl,ORG,1,1
215–231,CARDINAL,1,1
M. Tarbouchi,PERSON,1,1
G. Labonte,PERSON,1,1
Ind. Inf,GPE,1,1
132–141,CARDINAL,1,1
S. Lacroix,PERSON,1,1
Multirobot,ORG,1,1
729–760,CARDINAL,1,1
M. Putzke,PERSON,1,1
C. Wietfeld,PERSON,1,1
1893–1906,DATE,1,1
RPAS Steering Group,ORG,1,1
Roadmap,PERSON,1,1
the European RPAS Steering Group,ORG,1,1
OTTO et al. 455,PERSON,1,1
International Business Times,ORG,1,1
J.C. Ryan,PERSON,1,1
Comparing,ORG,1,1
761–773,CARDINAL,1,1
W. Saad,PERSON,13,3
259–267,CARDINAL,1,1
Hedonic,PERSON,1,1
1327–1344,CARDINAL,1,1
Tractica,PERSON,1,1
Generation of Bezier,PERSON,1,1
499–511,CARDINAL,1,1
Concepts,PERSON,2,2
513–527,CARDINAL,1,1
V. Isler,PERSON,1,1
J. Parallel Program,ORG,1,1
809–837,CARDINAL,1,1
T. Bas¸ar,PERSON,1,1
N.D. Ernest,PERSON,1,1
K. Cohen,PERSON,1,1
117–127,CARDINAL,1,1
Dubins,FAC,1,1
Control 53,ORG,1,1
1378–1391,DATE,1,1
M. Karakaya,PERSON,2,1
Lecture Notes Softw,PERSON,1,1
279–284,CARDINAL,1,1
Eﬃcient,GPE,1,1
2905–2920,CARDINAL,1,1
F.M. Adolf,PERSON,1,1
277–296,CARDINAL,1,1
DroneLife,ORG,1,1
M. Bennis,PERSON,10,3
R. Kumar,PERSON,4,2
fuzzybee,NORP,1,1
3229–3259,DATE,1,1
O. Khatib,PERSON,1,1
Handbook of Robotics,PERSON,1,1
BBC World News,ORG,1,1
Meet Facebook’s,ORG,1,1
MIT Technology Review,ORG,2,1
Project loon,ORG,1,1
221–232,CARDINAL,1,1
241–258,CARDINAL,1,1
L.D. Stone,ORG,1,1
Theory of Optimal Search,GPE,1,1
1975,DATE,2,2
D. Ghose,PERSON,2,2
491–509,CARDINAL,1,1
D. Ghose,ORG,1,1
617–639,CARDINAL,1,1
B.P. Hudzietz,PERSON,1,1
273–283,CARDINAL,1,1
D.E. Lucani,PERSON,2,1
J.B. Sousa,PERSON,3,1
912–922,CARDINAL,1,1
P.B. Sujit,ORG,2,1
IEEE International Systems Conference,ORG,1,1
688–692,CARDINAL,1,1
IEEE Control Syst,ORG,1,1
J. Sousa,PERSON,1,1
F.L. Pereira,PERSON,1,1
June 2017,DATE,1,1
10 (2013,CARDINAL,1,1
1–9,CARDINAL,1,1
Algorithms,PERSON,3,1
287–294,CARDINAL,1,1
513–526,CARDINAL,1,1
S. Venkatachalam,PERSON,1,1
S.G. Manyam,PERSON,1,1
K.A.O. Suzuki,ORG,1,1
P. Kemper Filho,PERSON,1,1
Automatic,GPE,1,1
563–586,CARDINAL,1,1
K.A. Swieringa et al.,PERSON,1,1
Autonomous,GPE,1,1
898–908,CARDINAL,1,1
D.M. Nguyen,PERSON,1,1
T.P. Dinh,ORG,1,1
315–329,CARDINAL,1,1
Z. Kim,PERSON,1,1
K. Hedrick,PERSON,1,1
Autonomous UAV,PERSON,1,1
35–42,CARDINAL,1,1
Sensor,PERSON,1,1
1498–1511,DATE,1,1
Automated,ORG,1,1
AIAA Infotech@ Aerospace Conference,ORG,1,1
441–451,CARDINAL,1,1
P. Viswanath,PERSON,1,1
Fundamentals of Wireless Communication,ORG,1,1
C.M. Tseng,PERSON,1,1
I.L. Turner,PERSON,1,1
M.D. Harley,PERSON,1,1
C.D. Drummond,PERSON,1,1
J. Robot,PERSON,5,3
98–112,CARDINAL,1,1
M.W. Ulmer,ORG,1,1
B.W. Thomas,PERSON,1,1
Technical University of Braunschweig,ORG,1,1
"Handbook of Unmanned Aerial Vehicles, Springer, Dordrecht",ORG,1,1
Agric,ORG,1,1
153–159,CARDINAL,1,1
Air Space Eur. 1 (,WORK_OF_ART,1,1
W. Souﬀriau,PERSON,1,1
D.V. Oudheusden,ORG,1,1
1–10,CARDINAL,1,1
K. Sundar,PERSON,1,1
Adv,PERSON,2,2
1–23,CARDINAL,1,1
R.G. Vilar,ORG,1,1
H.S. Shin,PERSON,1,1
Communicationaware,ORG,1,1
46,DATE,5,3
352–359,CARDINAL,1,1
Networked,PRODUCT,1,1
673–687,CARDINAL,1,1
D. Huo,PERSON,1,1
B. Alidaee,PERSON,1,1
455–464,CARDINAL,1,1
D. Li,PERSON,1,1
285–293,CARDINAL,1,1
S. Poikonen,PERSON,1,1
679–697,CARDINAL,1,1
Z. Wei,PERSON,1,1
1389–1392,DATE,1,1
Z. Zhang,PERSON,1,1
K.K.L. Wong,ORG,1,1
Multiobjective,ORG,1,1
One 11,CARDINAL,1,1
A. Punnen,PERSON,1,1
T. Stephen,GPE,1,1
Halin,GPE,1,1
Discrete Optim,PERSON,1,1
163–182,CARDINAL,1,1
Earth,LOC,4,3
109–125,CARDINAL,1,1
OTTO et al. 457,PERSON,1,1
IEEE Transactions on Wireless Communication,ORG,1,1
17,DATE,1,1
2109–2121,CARDINAL,1,1
Chin,PERSON,1,1
622–633,CARDINAL,1,1
C. Viriyasuthee,PERSON,1,1
I. Rekleitis,ORG,1,1
365–381,CARDINAL,1,1
G. Solmaz,PERSON,1,1
R. Rahmatizadeh,PERSON,1,1
D. Turgut,ORG,1,1
L. Boloni,PERSON,1,1
H. Hmam,ORG,1,1
Signal Process,ORG,3,3
1990–1999,DATE,1,1
Yamaha Motor Corporation,ORG,1,1
Frequently,ORG,1,1
Company Website,PERSON,1,1
S.K. Gan,ORG,1,1
S. Sukkarieh,PERSON,1,1
RUAV,ORG,1,1
101–122,CARDINAL,1,1
World Congress on Intelligent Control and Automation,ORG,1,1
WCICA,ORG,1,1
2376–2381,CARDINAL,1,1
Y. Yang,PERSON,1,1
A. Minai,PERSON,1,1
M. Polycarpou,PERSON,1,1
H. Ji,PERSON,1,1
Nonlinear Dyn. 88,LOC,1,1
903–919,CARDINAL,1,1
J. Yick,PERSON,1,1
B. Mukherjee,PERSON,1,1
D. Ghosal,ORG,1,1
2292–2330,CARDINAL,1,1
K. Akkaya,PERSON,1,1
Strategies,ORG,1,1
621–655,CARDINAL,1,1
A.K. Budhiraja,PERSON,1,1
P. Tokekar,PERSON,1,1
3747–3760,CARDINAL,1,1
T.J. Lim,ORG,2,1
UAVenabled,ORG,4,3
4983–4996,CARDINAL,1,1
36–42,CARDINAL,2,2
K. Yu,PERSON,1,1
2068–2085,CARDINAL,1,1
C. Zhang,PERSON,2,2
J.M. Kovacs,PERSON,1,1
Precis,PERSON,4,2
693–712,CARDINAL,2,2
13874–13898,DATE,1,1
320] X. Zhang,PRODUCT,1,1
B. Xin,PERSON,1,1
3079–3091,CARDINAL,1,1
Otto A,PERSON,2,1
Agatz N,PERSON,2,1
Campbell J,ORG,2,1
Pesch E. Optimization,ORG,2,1
Dogˇançay,ORG,1,1
Robert I. CITRON 1,PERSON,1,1
Peter JENNISKENS,PERSON,1,1
Christopher WATKINS4,PERSON,1,1
Sravanthi SINHA5,PERSON,1,1
Amar SHAH6,PERSON,1,1
Chedy RAISSI7,PERSON,1,1
Jim ALBERS2,PERSON,1,1
1Department,CARDINAL,1,1
Planetary Sciences,ORG,2,1
Davis,PERSON,2,1
95616,DATE,1,1
USA 2SETI Institute,ORG,1,1
Mountain View,GPE,1,1
California 94043,ORG,1,1
USA 3NASA Ames Research Center,ORG,1,1
Moffett Field,GPE,1,1
USA 4Scientiﬁc Computing,ORG,1,1
Commonwealth Scientiﬁc,PERSON,1,1
Industrial Research Organisation,ORG,1,1
Clayton,GPE,1,1
Victoria 3181,PERSON,1,1
School of Software Engineering,ORG,1,1
San Francisco,GPE,1,1
94111,DATE,1,1
USA 6Department of Engineering,ORG,1,1
Computational,ORG,1,1
Biological Learning,ORG,1,1
1PZ,GPE,1,1
National de Recherche en Informatique et,ORG,1,1
Automatique,GPE,1,1
54506,DATE,1,1
Science & Technology Centre,ORG,1,1
School of Earth,ORG,1,1
Curtin University,ORG,1,1
GPO Box U1987,ORG,1,1
Western Australia,ORG,1,1
6845,DATE,1,1
01 October 2020,DATE,1,1
25 April 2021,DATE,1,1
Walker Lake,GPE,5,1
Nevada,GPE,7,1
some 40,CARDINAL,1,1
Jenniskens,PERSON,2,1
Popova,PERSON,1,1
only 40,CARDINAL,1,1
al. 2015,GPE,1,1
Meteoritics & Planetary Science,ORG,3,1
"6, 1073–1085",DATE,1,1
10.1111,CARDINAL,1,1
1073,DATE,1,1
The Meteoritical Society,ORG,1,1
Citron,ORG,4,1
Zender et al,PERSON,1,1
Alowais,NORP,2,1
Anderson,PERSON,3,1
1–3 cm,QUANTITY,2,1
a square kilometer,QUANTITY,1,1
LeCun et al,PRODUCT,1,1
Gu et al.,PERSON,1,1
1074,DATE,1,1
R. I. Citron,PERSON,6,1
19455100,DATE,6,1
GoPro Hero4,LAW,1,1
thousands,CARDINAL,2,1
1–4 cm,QUANTITY,1,1
1992,DATE,1,1
Mbale,WORK_OF_ART,1,1
Jenniskens,GPE,1,1
DSLR,ORG,3,1
the Training the Object Detection Network,ORG,1,1
"1075 
 19455100",DATE,1,1
1b,CARDINAL,2,2
Creston,GPE,3,1
GoPro,PERSON,1,1
3DR,CARDINAL,1,1
1076,CARDINAL,1,1
RetinaNet,ORG,13,1
Lin et al.,PERSON,1,1
ResNet,LOC,1,1
Caffe (Jia et al. 2014,ORG,1,1
Tensorﬂow,ORG,1,1
Abadi,NORP,1,1
roughly 15 million,CARDINAL,1,1
ImageNet,ORG,1,1
Russakovsky,PERSON,1,1
135146,CARDINAL,1,1
980,CARDINAL,1,1
GoPro,PRODUCT,8,1
9 3000,CARDINAL,1,1
47 1000,DATE,1,1
the Field Test,ORG,1,1
20–25,CARDINAL,1,1
10–15,CARDINAL,1,1
4–6,TIME,1,1
ﬁeld deployment,PERSON,1,1
100s,CARDINAL,1,1
tens of thousands,CARDINAL,1,1
Drone Hardware,PERSON,1,1
3DR Solo,PRODUCT,3,1
GoPro HERO 4,PRODUCT,1,1
the PixHawk GreenCube,ORG,1,1
Arducopter 3.4,PRODUCT,1,1
87 degree ﬁeld,QUANTITY,1,1
0.97 mm,QUANTITY,1,1
1.95 mm,QUANTITY,1,1
10–20,CARDINAL,1,1
4 cm,QUANTITY,1,1
75–150,CARDINAL,1,1
~130–250,GPE,1,1
a full day,DATE,1,1
the evening,TIME,1,1
"1077 
 19455100",DATE,1,1
Walker Lake,FAC,2,1
"July 14, 2019",DATE,3,1
09:36:50 UTC,ORG,1,1
meteor,ORG,7,1
the Global Fireball Observatory,ORG,1,1
Lick Observatory,FAC,1,1
Mt. Umunhum,GPE,1,1
Sunnyvale,GPE,3,1
the Allen Telescope Array,FAC,1,1
Devillepoix,PERSON,2,1
82.054 km,QUANTITY,1,1
27.066 km,QUANTITY,1,1
Sierra Nevada,ORG,1,1
2.358,CARDINAL,1,1
0.032,CARDINAL,1,1
10.72,CARDINAL,1,1
0.08,CARDINAL,1,1
21.937,CARDINAL,1,1
0.114 km,QUANTITY,1,1
as much as 35.3,CARDINAL,1,1
3.7 kg,QUANTITY,1,1
EKS,ORG,1,1
al. 2020,GPE,1,1
275 km,QUANTITY,1,1
Oakland Wind,ORG,1,1
Jenniskens et al,PERSON,1,1
1 kg,QUANTITY,1,1
"the Walker River Indian 
Reservation of the Walker River Paiute Tribe",LOC,1,1
Schurz,GPE,1,1
Lick Observatory,PERSON,1,1
Mount Umunhum,GPE,1,1
Alan Telescope Array,PERSON,1,1
Walker Lake,LOC,1,1
Oakland,GPE,1,1
WIND,ORDINAL,1,1
1078,DATE,1,1
the Walker River Northern Paiute Tribe,LOC,2,1
1–20,CARDINAL,1,1
50–150,CARDINAL,1,1
Site A,ORG,4,1
2–3,CARDINAL,2,2
3–6,CARDINAL,1,1
Four,CARDINAL,4,3
Site B,ORG,1,1
129–288,CARDINAL,1,1
GoPro,ORG,1,1
~2650,ORG,1,1
5a,CARDINAL,1,1
5b,CARDINAL,1,1
0.89,CARDINAL,2,1
0.76,DATE,2,1
0.97–1,CARDINAL,1,1
Test Site Altitude,WORK_OF_ART,1,1
Images Total,ORG,1,1
3553,DATE,1,1
2322 8910 3,DATE,1,1
288,ORDINAL,1,1
"13,824",CARDINAL,1,1
1328,DATE,1,1
6281,CARDINAL,1,1
"10,272",CARDINAL,1,1
8400,CARDINAL,1,1
399 8721,DATE,1,1
"10,800",CARDINAL,1,1
"1079 
 19455100",DATE,1,1
5. Example 1000,CARDINAL,1,1
"1081 
 19455100",DATE,1,1
Figs,GPE,1,1
S1,PRODUCT,1,1
S2,GPE,1,1
1082,CARDINAL,1,1
Ilias Fernini,PERSON,1,1
Mike Zolensky,PERSON,1,1
Jason Utas,ORG,1,1
Creston,ORG,1,1
ﬁeld study,PERSON,1,1
Fabio Teixeira,PERSON,1,1
Brian Lim,PERSON,1,1
Hypercube,PRODUCT,1,1
Carlos Uranga,PERSON,1,1
James Parr,PERSON,1,1
Jordan McRae,PERSON,1,1
FDL,ORG,1,1
Jim Adams,PERSON,1,1
Bruce Pittman,PERSON,1,1
NASA Ames Research Center,ORG,1,1
Bill Diamond,PERSON,1,1
the SETI Institute,ORG,2,1
Debbie Kolyer,PERSON,1,1
Jonathan Knowles,PERSON,1,1
Alison Lowndes,PERSON,1,1
Deep Learning Solutions,ORG,1,1
Eric Dahlstrom,PERSON,1,1
"the International Space 
University",ORG,1,1
Yarin Gal,ORG,1,1
University of Cambridge Research Fellow,ORG,1,1
Cheri Clenneding,ORG,1,1
The Global Fireball Observatory,PRODUCT,1,1
the Australian Research Council,ORG,1,1
80NSSC18K0854,CARDINAL,1,1
Data Availability Statement,ORG,2,2
Editorial Handling,PERSON,1,1
Michael Zolensky,PERSON,1,1
Abadi M.,PERSON,1,1
Agarwal A.,PERSON,1,1
Barham P.,PERSON,1,1
Brevdo E.,PERSON,1,1
Chen Z.,PERSON,1,1
Citro C.,PERSON,1,1
Corrado G. S.,PERSON,1,1
Davis A.,PERSON,1,1
"Dean J.,",PERSON,1,1
Devin M.,PERSON,1,1
Ghemawat S.,PERSON,1,1
Goodfellow I.,PERSON,1,1
Harp A.,PERSON,1,1
Irving G.,PERSON,1,1
Isard M.,PERSON,1,1
Jia Y.,PERSON,2,1
Jozefowicz R.,PERSON,1,1
Kaiser L.,PERSON,1,1
Kudlur M.,PERSON,1,1
Levenberg J.,PERSON,1,1
Monga R.,PERSON,1,1
Moore S.,PERSON,1,1
Murray D.,PERSON,1,1
Olah C.,PERSON,1,1
Schuster M.,PERSON,1,1
Shlens J.,PERSON,1,1
Steiner B.,PERSON,1,1
Sutskever I.,PERSON,1,1
Tucker P.,PERSON,1,1
"Vanhoucke V.,",PERSON,1,1
Vasudevan V.,PERSON,1,1
Viegas F.,PERSON,1,1
Vinyals O.,GPE,1,1
Warden P.,PERSON,1,1
Wattenberg M.,PERSON,1,1
Wicke M.,PERSON,1,1
Yu Y.,PERSON,1,1
Zheng X. 2015,PERSON,1,1
"May 24, 2020",DATE,1,1
Alowais A.,PERSON,1,1
Naseem S.,PERSON,1,1
Dawdi T.,PERSON,1,1
"Abdisalam M.,",PERSON,1,1
Elkalyoubi Y.,PERSON,1,1
Adwan A.,PERSON,1,1
Hassan K.,PERSON,1,1
Fernini I. 2019,PERSON,1,1
Anderson S. L.,PERSON,1,1
Bland P. A.,PERSON,2,1
Towner M. C.,PERSON,1,1
Paxman J. P. 2019,PERSON,1,1
2426,MONEY,1,1
50th Lunar,ORG,1,1
Anderson S.,PERSON,1,1
Towner M.,PERSON,1,1
Bland P.,PERSON,2,1
Haikings C.,PERSON,1,1
Volante W.,PERSON,1,1
Sansom E.,PERSON,1,1
Devillepoix H.,PERSON,3,1
Shober P.,PERSON,1,1
Hartig B.,PERSON,2,1
Cupak M.,PERSON,1,1
JansenSturgeon T.,PERSON,2,1
Howie R.,PERSON,1,1
Benedix G.,PERSON,1,1
Deacon G. 2020,PERSON,1,1
"J., Spurnỳ P.",ORG,1,1
Brown P. 2015,PERSON,1,1
Asteroids,PERSON,1,1
Michel P.,PERSON,1,1
DeMeo F. E.,PERSON,1,1
Arizona,GPE,1,1
University of Arizona Press,ORG,1,1
2458/azu_uapress_9780816532131-ch014,DATE,1,1
Keras,PERSON,1,1
Theano,PERSON,1,1
TensorFlow,PRODUCT,1,1
Github Repository,ORG,1,1
Citron R. I.,PERSON,1,1
Shah A.,PERSON,1,1
Sinha S.,PERSON,1,1
Jenniskens P. 2017,PERSON,1,1
2528,MONEY,1,1
48th Lunar,ORG,1,1
Sansom E. K.,PERSON,1,1
Howie R. M.,PERSON,1,1
Shober P. M.,PERSON,1,1
Anderson S. l.,PERSON,1,1
Benedix G. K.,PERSON,1,1
Busan D.,PERSON,1,1
Sayers R.,PERSON,1,1
Jenniskens P.,PERSON,3,1
Albers J.,PERSON,3,1
Herd C.,GPE,1,1
Hill P.,PERSON,1,1
Brown P. G.,PERSON,2,1
Krzeminski Z.,PERSON,1,1
Osinski G. R.,PERSON,1,1
Aoudjehane H. C.,PERSON,1,1
Benkhaldoun Z.,PERSON,1,1
Jabiri A.,PERSON,1,1
Guennoun M.,PERSON,1,1
Barka A.,PERSON,1,1
Darhmaoui H.,GPE,1,1
Daly L.,PERSON,1,1
G. S.,PERSON,1,1
McMullan S.,PERSON,1,1
Suttle M. D.,PERSON,1,1
Ireland T.,GPE,1,1
Bonning G.,PERSON,1,1
Baeza L.,PERSON,1,1
"Alrefay T. 
Autonomous",PERSON,1,1
"1083 
 19455100",DATE,1,1
Lawton J. A.,PERSON,1,1
Barnes D.,NORP,1,1
Steele A.,PERSON,1,1
Rochette P.,PERSON,1,1
Verosub K. l.,PERSON,2,1
Gattacceca J.,PERSON,1,1
Cooper G.,PERSON,1,1
Glavin D. P.,PERSON,1,1
Burton A. S.,PERSON,1,1
Dworkin J. P.,PERSON,1,1
Elsila J. E.,PERSON,1,1
Pizzarello S.,PERSON,1,1
Ogliore R.,PERSON,1,1
SchmittKopplin P.,PERSON,2,1
Harir M.,PERSON,1,1
Hertkorn N.,PERSON,2,1
Verchovsky A.,PERSON,1,1
Grady M.,PERSON,1,1
Nagao K.,NORP,2,1
Okazaki R.,PERSON,1,1
Takechi H.,PERSON,1,1
Hiroi T.,PERSON,1,1
Smith K.,PERSON,1,1
Klotz D.,PERSON,1,1
Hankey M.,PERSON,1,1
Matson R.,PERSON,1,1
Walker R. J.,PERSON,1,1
Puchtel I.,PERSON,1,1
Lee C.-T A.,PERSON,1,1
Erdman M. E.,PERSON,1,1
Eppich G. R.,PERSON,1,1
Roeske S.,PERSON,2,1
Gabelica Z.,PERSON,1,1
Lerche M.,PERSON,1,1
Nuevo M.,PERSON,1,1
Girten B.,PERSON,1,1
Worden S. P. 2012,PERSON,1,1
Mill,PERSON,1,1
https://doi.org/10.1126/,ORG,1,1
Utas J.,PERSON,1,1
Yin Q.-Z.,PERSON,1,1
"Matson R. D.,",PERSON,1,1
Fries M.,PERSON,1,1
Howell J. A.,PERSON,1,1
Miller A.,PERSON,1,1
Verish R.,NORP,1,1
Garvie L. A. J.,PERSON,1,1
Zolensky M. E.,PERSON,2,1
Ziegler K.,PERSON,2,1
Sanborn M. E.,PERSON,2,1
Verosub K. L.,PERSON,1,1
Bryson K.,ORG,1,1
Laubenstein M.,PERSON,1,1
Zhou Q.,PERSON,2,1
Li Q.-L.,PERSON,1,1
Liu Y. U.,PERSON,1,1
Welten K.,PERSON,1,1
Caffee M. W.,PERSON,1,1
Maden C.,PERSON,1,1
Busemann H.,PERSON,1,1
Granvik M. 2019,PERSON,1,1
54:699–720,CARDINAL,1,1
Shelhamer E.,PERSON,1,1
Donahue J.,PERSON,1,1
Karayev S.,PERSON,1,1
Girshick R.,PERSON,2,1
Guadarrama S.,PERSON,1,1
Darrell T. 2014,ORG,1,1
22nd,ORDINAL,1,1
Multimedia,GPE,1,1
675–678,CARDINAL,1,1
LeCun Y.,PERSON,1,1
Bottou L.,PERSON,1,1
Bengio Y.,PERSON,1,1
Haffner P. 1998,PERSON,1,1
Lin T. Y.,PERSON,1,1
Goyal P.,PERSON,1,1
Dollar P. 2017,PERSON,1,1
the IEEE International Conference on Computer Vision,ORG,1,1
2980–2988,DATE,1,1
Popova O. P.,PERSON,1,1
Emel’yanenko V.,PERSON,1,1
Kartashova A.,PERSON,1,1
Biryukov E.,PERSON,1,1
Khaibrakhmanov S.,PERSON,1,1
Shuvalov V.,PERSON,1,1
Rybnov Y.,PERSON,1,1
Dudorov A.,PERSON,1,1
Grokhovsky V. I.,PERSON,1,1
Badyukov D. D.,PERSON,1,1
Yin Q.- Z.,PERSON,1,1
Gural P. S.,PERSON,1,1
"Albers J., Granvik M.",PERSON,1,1
Evers L. G.,PERSON,1,1
Kuiper J.,PERSON,1,1
"Kharlamov V.,",PERSON,1,1
Solovyov A.,PERSON,1,1
Rusakov Y. S.,PERSON,1,1
Korotkiy S.,PERSON,1,1
Serdyuk I.,PERSON,1,1
Korochantsev A. v.,PERSON,1,1
Larionov M. Y.,PERSON,1,1
Glazachev D.,PERSON,1,1
Mayer A. E.,PERSON,1,1
Gisler G.,PERSON,1,1
Gladkovsky S. V.,PERSON,1,1
Wimpenny J.,PERSON,1,1
Yamakawa A.,PERSON,1,1
Botto N. W.,PERSON,1,1
Friedrich J. M.,PERSON,1,1
Le L.,PERSON,1,1
Ross D.,PERSON,1,1
Nakamura T.,PERSON,1,1
Ahn I.,PERSON,1,1
Lee J. I.,PERSON,1,1
Li Q.-l.,PERSON,1,1
Liu Y.,PERSON,1,1
Hiroi T.,ORG,1,1
Sears D.,ORG,1,1
Weinstein I. A.,PERSON,1,1
Vokhmintsev A. S.,PERSON,1,1
Komatsu M.,PERSON,1,1
Mikouchi T. 2013,PERSON,1,1
342:1069–1073,CARDINAL,1,1
Russakovsky O.,PERSON,1,1
"Deng J., Su H.",PERSON,1,1
Krause J.,PERSON,1,1
Huang Z.,PERSON,1,1
Karpathy A.,PERSON,1,1
Khosla A.,PERSON,1,1
Bernstein M.,PERSON,1,1
FeiFei L. 2015,PERSON,1,1
International Journal of Computer Vision,ORG,1,1
0816,DATE,1,1
Zender J.,PERSON,1,1
Rudawska R.,PERSON,1,1
Koschny D.,PERSON,1,1
Drolshagen G.,PERSON,1,1
Netjes G. J.,PERSON,1,1
Bosch M.,PERSON,1,1
Bijl R.,PERSON,1,1
Crevecoeur R.,PERSON,1,1
the International Meteor Conference,ORG,1,1
145–152,CARDINAL,1,1
1084,CARDINAL,1,1
0.998,CARDINAL,1,1
0.992,CARDINAL,1,1
"1085 
 19455100",DATE,1,1
Barbeau,GPE,8,1
GarciaAlfaro,PERSON,4,1
Collaborative Drones,PERSON,2,1
3321,DATE,2,1
Andrey V. Savkin,PERSON,1,1
22 April 2022,DATE,1,1
26 April 2022,DATE,1,1
"the Creative Commons 
Attribution",ORG,1,1
creativecommons.org/licenses/by/,PRODUCT,1,1
4.0/,CARDINAL,1,1
Article Research Trends,ORG,1,1
Michel Barbeau,PERSON,1,1
Evangelos Kranakis,PERSON,1,1
"1 School of Computer Science, Carleton University",ORG,1,1
Ottawa,GPE,1,1
K1S 5B6,FAC,1,1
Canada,GPE,3,2
E.K.,PERSON,1,1
SudParis,ORG,1,1
Institut Polytechnique de Paris,ORG,1,1
Tel,PERSON,1,1
The last decade,DATE,1,1
https://doi.org/10.3390/s22093321,PERSON,1,1
more than 300,CARDINAL,1,1
Beyond Visual Line of Sight,ORG,1,1
Internetconnected,ORG,1,1
Ephemeral Identities,ORG,1,1
2c,CARDINAL,2,1
2a,CARDINAL,3,1
2b,CARDINAL,3,1
Mi,ORG,4,2
Nodes Cloud,PERSON,1,1
802.11,CARDINAL,2,2
Action Mi,PERSON,1,1
"time i. 
",FAC,1,1
Mi,PERSON,1,1
Future Research,ORG,5,1
Vehicular Adhoc Networks,ORG,1,1
"15,16",CARDINAL,1,1
1a,CARDINAL,1,1
"Additional Inputs 
Additional Outputs",FAC,1,1
"22,23",CARDINAL,1,1
Saudi Arabia,GPE,3,2
Turkish,NORP,1,1
Problem Description,PERSON,1,1
26–28,CARDINAL,1,1
Machine Learning,ORG,1,1
ML,ORG,1,1
Radio Frequency,ORG,1,1
Fioranelli,ORG,2,1
Traboulsi,ORG,4,1
Schumann et al.,PERSON,1,1
Shamir,PERSON,2,1
Passive Active,ORG,1,1
Spotting,PERSON,1,1
Audio,ORG,1,1
RF Autonomy,PERSON,1,1
ML RF,ORG,1,1
DB MicroDoppler,PERSON,1,1
RL Formation,PERSON,1,1
Riposte RF,PERSON,1,1
Counterattack,ORG,1,1
Bartak,ORG,1,1
Vemlelova,ORG,1,1
Reinforcement Learning,FAC,1,1
v(x,ORG,4,1
τ(x,ORG,7,1
Drone M,ORG,1,1
2x,CARDINAL,1,1
σ+τ(x,PERSON,1,1
− τ(x,PERSON,2,1
p(x,ORG,2,1
"e−x 
k + e−x",PERSON,2,1
"R e−x 
e−x+kdx",PRODUCT,1,1
−,CARDINAL,1,1
"e−x 
e−x +",PRODUCT,1,1
"length ℓ. 
",PERSON,1,1
p(v,PERSON,1,1
"48,49",CARDINAL,2,1
• Recognition,ORG,1,1
node t.,PERSON,1,1
v0,ORG,1,1
destination t. Edge,PERSON,1,1
− 1,PERSON,2,1
arccos  h r ,ORG,1,1
r2 −,PERSON,1,1
"√ 
r2 − h2 
",PERSON,1,1
2r,CARDINAL,1,1
uk,GPE,1,1
r1,GPE,1,1
Formula,GPE,1,1
i=0 H(r,PERSON,1,1
Networked Drones Using Cellular Technologies,ORG,1,1
50 to 200,CARDINAL,1,1
User Equipment,ORG,1,1
Signal,ORG,1,1
SINR,ORG,1,1
54–56,CARDINAL,1,1
10−5,CARDINAL,1,1
less than 10−9,CARDINAL,1,1
7.3,CARDINAL,1,1
"Future Research 
Drone",ORG,1,1
60–65,CARDINAL,1,1
Base Station,FAC,1,1
one hour,TIME,1,1
BS,ORG,2,1
Quality of Service,ORG,1,1
QoS,PERSON,2,2
Author Contributions,WORK_OF_ART,1,1
Institutional Review Board Statement,ORG,1,1
Informed Consent Statement,ORG,1,1
the Natural Sciences and Engineering Research Council of Canada,ORG,1,1
NSERC,ORG,1,1
the European Commission,ORG,1,1
830892,DATE,1,1
Clarke,ORG,1,1
